회사명,corp_eng_name,종목코드
나이코,"NYCO CO.,LTD.",192240
나이스정보통신,NICE INFORMATION & TELECOMMUNICATION INC.,036800
나이스메탈,"Nice Metal Co.,LTD",072530
나이스디앤비,"NICE D&B CO., LTD.",130580
나이벡,"NIBEC CO., LTD.",138610
나우코스,"NOWCOS CO., LTD",257990
나우로보틱스,"NAUROBOTICS  Co., Ltd.",459510
나우IB,NAU IB Capital,293580
나무기술,"NAMU TECH CO., LTD.",167380
나무기술,"NAMU TECH CO.,LTD.",242040
나무가,"Namuga Co.,Ltd",190510
나리지*온,Knowledge*on Inc.,036850
나래나노텍,NARAE NANOTECH CORPORATION,137080
나라엠앤디,"NARA MOLD AND DIE CO., LTD.",051490
나라소프트,"NARASOFT Co.,Ltd.",288490
나라셀라,"NARA CELLAR Co.,Ltd.",405920
나눔테크,"NANOOMTECH Co., Ltd.",244880
나노하이텍,"NANO HITEC ELECTRONIC CO.,LTD.",071360
나노팀,NanoTIM Co. Ltd.,417010
나노트로닉스,"NanoTronix Co., Ltd",010670
나노캠텍,"Nano Chem Tech, Inc.",091970
나노엔텍,"NanoenTek,Inc.",039860
나노씨엠에스,"NANOCMS CO., LTD",247660
나노실리칸첨단소재,"NanoSilikhan Advanced Materials Co., Ltd.",286750
나노신소재,"Advanced Nano Products Co., Ltd.",121600
나노,"NANO. Co., Ltd.",187790
꿈비,GGUMBI Inc.,407400
깨끗한나라,"KleanNara Co., Ltd.",004540
까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,013700
길교이앤씨,"GILGYO E&C Co., Ltd.",456700
기업은행,INDUSTRIAL BANK OF KOREA,024110
기아,KIA CORPORATION,000270
기신정기,KISHIN CORPORATION,092440
기산텔레콤,"Kisan Telecom CO., Ltd.",035460
기린,"KIRIN CO.,LTD",006070
기라정보통신,"Kira Information&Communications Co.,Ltd",019930
기가비스,"GigaVis Co., Ltd.",420770
기가레인,"GIGALANE Co., Ltd.",049080
금화피에스시,"GEUMHWA PSC CO.,LTD.",036190
금호타이어,"KUMHO TIRE CO., INC.",073240
금호전기,"KUMHO ELECTRIC CO.,LTD",001210
금호에이치티,"Kumho HT, Inc.",214330
금호석유화학,"KUMHO PETRO CHEMICAL CO.,LTD",011780
금호건설,"KUMHO Engineering & Construction Co., Ltd.",002990
금오하이텍,"KUMO HITEC. CO., LTD",165270
금양그린파워,"KUMYANG GREEN POWER CO., Ltd.",282720
금양,"KUMYANG CO.,LTD",001570
금빛,GeumVit Corp,045890
금비,"KUMBI CO.,LTD",008870
금강화섬,"KUMKANG TRADING CO.,LTD",010730
금강철강,"KEUM KANG STEEL CO., LTD",053260
금강제강,"KumKangsteel Co.,LTD",105070
금강공업,"KUMKANG KIND CO.,LTD",014280
글로포스트,"Glopost CO., Ltd.",037830
글로웍스,"Gloworks Co.,Ltd.",034600
글로앤웰,"Glonwell Co., Ltd.",035480
글로스텍,"GLOSTECH CO.,Ltd.",012410
글로본,"GLOBON CO., LTD.",019660
글로벌텍스프리,"Global Tax Free Co., Ltd.",204620
글로벌에스엠,Global SM Tech Limited,900070
글라소울,"Glassoul Co.,Ltd",045050
극동제혁,"KEUKDONG TANNING CO.,LTD",010200
극동전선,"KUKDONG ELECTRIC WIRE CO.,LTD",006250
극동자동화,Kukdong Automation,272420
극동유화,"KUKDONG OIL & CHEMICALS CO.,LTD",014530
그린플러스,"GREEN PLUS Co., Ltd.",186230
그린케미칼,"GREEN CHEMICAL CO.,LTD.",083420
그린손해보험,"GREEN NON-LIFE INSURANCE CO., LTD",000470
그린생명과학,"GREEN LIFESCIENCE CO., LTD.",114450
그린리소스,"Green Resource Co.,Ltd",402490
그린기술투자,"Green Technology Investment Co.,Ltd.",025340
그리티,"GRITEE, Inc.",204020
그리드위즈,"Gridwiz Co.,Ltd",453450
그로웰텔레콤,"GrowellTelecom Co., Ltd.",035780
그로웰전자,"Growell Electronics, Inc.",009220
그래디언트,Gradiant Corporation,035080
굿이엠지,GOOD EMG.INC,051530
굿앤리치부동산공경매투자회사2호,Good&Rich real estate auction fund[2],088510
굿앤리치부동산공경매투자회사1호,GOOD&RICH REAL ESTATE AUCTION FUND[1],085450
국제엘렉트릭코리아,"Kook Je Electric Korea Co., Ltd",053740
국제약품,"Kukje Pharma Co., Ltd.",002720
국제개발,ICCORPORATION,080570
국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",307750
국일제지,"KUK-IL PAPER MFG CO.,LTD",078130
국일신동,"KUKIL METAL CO., LTD",060480
국영지앤엠,KUK YOUNG G M,006050
국순당,"KOOK SOON DANG CO.,LTD",043650
국보디자인,KUKBO DESIGN,066620
국보,"KUKBO Co.,LTD",001140
국민은행,KOOKMIN BANK,060000
국민은행,Kookmin Bank ,031150
국도화학,"KUKDO CHEMICAL CO.,LTD",007690
구영테크,"GUYOUNG TECHNOLOGY CO., LTD.",053270
구스앤홈,"GOOSE & HOME Co., Ltd",329050
교촌에프앤비,"KYOCHON FOOD&BEVERAGE CO., LTD.",339770
교보증권,"KYOBO SECURITIES CO.,LTD.",030610
교보메리츠퍼스트기업구조조정부동산투자회사,KYOBO-MERITZ FIRST CR-REIT,064900
교보5호기업인수목적,Kyobo 5 Special Purpose Acquisition Company,223040
교보17호스팩,Kyobo 17 Special Purpose Acquisition Company,489210
교보16호스팩,Kyobo 16 Special Purpose Acquisition Company,482520
교보15호스팩,Kyobo 15 Special Purpose Acquisition Company,465320
교보14호스팩,Kyobo 14 Special Purpose Acquisition Company,456490
교보13호스팩,Kyobo 13 Special Purpose Acquisition Company,440790
교보12호기업인수목적,Kyobo 12 Special Purpose Acquisition Company,421800
교보11호기업인수목적,Kyobo 11 Special Purpose Acquisition Company,397880
광진실업,KwangjinInd,026910
광주은행,"The Kwangju Bank, Ltd.",192530
광주신세계,"GwangjuShinsegae. Co.,Ltd.",037710
광전자,AUK CORP,017900
광무,"Kwangmu Co.,Ltd.",029480
광명전기,"KWANG MYUNG ELECTRIC CO.,LTD",017040
광림,"KANGLIM Co., LTD.",014200
광동헬스바이오,"Kwangdong Healthbio Co., Ltd.",086220
광동제약,"KWANGDONG PHARMACEUTICAL CO.,LTD",009290
광덕물산,"KWANGDUKMOOLSAN CO.,LTD",003590
공구우먼,"09women Co., Ltd.",366030
골프존홀딩스,"GOLFZON HOLDINGS Co., Ltd.",121440
골프존클라우드,"GolfzonCloud Co.,Ltd.",183410
골프존,"GOLFZON Co., Ltd.",215000
골든브릿지제3호기업인수목적,"Goldenbridge No.3 Special Purpose Acquisition Co., LTD.",219580
골든브릿지제2호기업인수목적,"Goldenbridge No.2 Special Purpose Acquisition Co., LTD",206660
골든브릿지더블유엠경매부동산일호투자회사,GOLDEN BRIDGE WM AUCTION REAL ESTATE FUND[1],084160
골드앤에스,"Gold&S Co.,Ltd",035290
고제,"KOJE Co.,Ltd.",002540
고영,KohYoungTechnologyInc.,098460
고스트스튜디오,"GHOST STUDIO CO., LTD.",950190
고바이오랩,"KoBioLabs, Inc.",348150
고려제약,"KOREAN DRUG CO., LTD.",014570
고려제강,"KISWIRE CO.,LTD",002240
고려아연,KOREA ZINC INC,010130
고려신용정보,"KORYO CREDIT INFORMATION CO.,LTD.",049720
고려시멘트,"KOREA CEMENT co., Ltd",003660
고려산업,"KOREA INDUSTRIAL CO.,LTD",002140
고려개발,KOREA DEVELOPMENT CORPORATION,004200
계양전기,"KEYANG ELECTRIC MACHINERY CO.,LTD",012200
계룡건설산업,"KYE-RYONG CONSTRUCTION INDUSTRIAL CO.,LTD",013580
경창산업,KyungchangIndustrial,024910
경인전자,"KYUNGIN ELECTRONICS CO.,LTD",009140
경인양행,KYUNG-IN SYNTHETIC CORPORATION,012610
경윤하이드로에너지,"KyungYoon Hydro Energy CO.,LTD.",019120
경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",214390
경방,KYUNGBANG LTD,000050
경동제약,KyungdongPharm,011040
경동인베스트,"KYUNGDONG INVEST CO., LTD.",012320
경동도시가스,"KYUNGDONG CITY GAS CO.,LTD",267290
경동나비엔,"KYUNG DONG NAVIEN CO.,LTD",009450
경농,KYUNGNONG CORPORATION,002100
경남제약,"KYUNG NAM PHARM.CO.,LTD.",053950
경남은행,"Kyongnam Bank Co., Ltd.",192520
경남에너지,"KYUNGNAM ENERGY CO.,LTD",008020
경남스틸,"Kyeong Nam Steel Co., LTD",039240
경남모직,"KYUNGNAM WOOL TEXTILE CO.,LTD",001670
경남기업,KEANGNAM ENTERPRISES LTD,000800
건영,"KunYoung Engineering & Construction Co., LTD",012720
거북선7호선박투자회사,Turtleship No. 7 Ship Investment Company,134000
거북선6호선박투자회사,Turtleship No. 6 Ship Investment Company,114140
거북선5호선박투자회사,Turtleship No.5 Ship Investment Company,114130
거북선4호선박투자회사,Turtleship No.4 Ship Investment Company,108890
거북선3호선박투자회사,Turtleship No.3 Ship Investment Company,102000
거북선2호선박투자회사,Turtleship No.2 Ship Investment Company,101380
거북선1호선박투자회사,Turtleship No.1 Ship Investment Company,092970
갤럭시아에스엠,"Galaxia SM, INC.",011420
갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",094480
강원에너지,"KANGWON ENERGY Co., Ltd.",114190
강원랜드,"Kangwon Land, Inc.",035250
강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",217730
강동씨앤엘,"KANGDONG C&L co., Ltd",198440
강남제비스코,"KANGNAM JEVISCO CO.,LTD",000860
감성코퍼레이션,"GAMSUNG Corporation Co., Ltd.",036620
가이아코퍼레이션,"GAIA CORPORATION CO., LTD",296520
가온칩스,"GAONCHIPS CO., LTD.",399720
가온전선,"GAON CABLE CO.,LTD",000500
가온그룹,"KAON Group Co., Ltd.",078890
가비아,"GABIA,Inc.",079940
iM금융지주,"iM Financial Group Co., Ltd.",139130
iMBC,"iMBC Co., Ltd.",052220
YW,YW COMPANY LIMITED,051390
YTN,YTN,040300
YG PLUS,"YG PLUS, INC.",037270
YBM넷,"YBM NET, Inc.",057030
WISCOM,"WISCOM CO.,LTD",024070
TYM,TYM CORPORATION,002900
TS트릴리온,"TS Trillion Co., Ltd.",317240
TS인베스트먼트,T.S.Investment Corporation,246690
TPC,TPC Mechatronics Corporation,048770
TP,TP Inc.,007980
TKG애강,"TKG AIKANG CO., LTD",022220
TJ미디어,"TJ MEDIA CO.,LTD",032540
THE E&M,"THE E&M Co., Ltd.",089230
TCC스틸,TCC STEEL,002710
SV인베스트먼트,SV INVESTMENT CORPORATION,289080
SUN&L,"SUN&L CO.,LTD",002820
STX엔진,"STX Engine Co,.Ltd",077970
STX그린로지스,STX Green Logis Ltd,465770
STX,STX CORPORATION,011810
SPC삼립,"SPC SAMLIP CO., LTD.",005610
SOOP,"SOOP CO., LTD.",067160
SNT홀딩스,"SNT Holdings CO.,LTD ",036530
SNT에너지,"SNTEnergy Co.,Ltd.",100840
SNT모티브,"SNT MOTIV CO.,LTD",064960
SNT다이내믹스,"SNT DYNAMICS CO.,Ltd",003570
SM Life Design,"SM Life Design Group Co., Ltd.",063440
SM C&C,"SM Culture & Contents Co., Ltd.",048550
SK하이닉스,SK hynix Inc.,000660
SK텔레콤,"SK TELECOM CO.,LTD",017670
SK케미칼,"SK Chemicals Co., Ltd.",285130
SK증권제9호스팩,SK Securities No.9 Special Purpose Acquisition Company,455910
SK증권제13호스팩,SK Securities No.13 Special Purpose Acquisition Company,473950
SK증권제12호스팩,SK Securities No.12 Special Purpose Acquisition Company,473000
SK증권제11호스팩,SK Securities No.11 Special Purpose Acquisition Company,472230
SK증권제10호스팩,SK Securities No.10 Special Purpose Acquisition Company,457940
SK증권,"SK SECURITIES CO.,LTD",001510
SK이터닉스,"SK eternix Co., Ltd.",475150
SK이노베이션,"SK Innovation Co., Ltd.",096770
SK오션플랜트,"SK oceanplant Co.,Ltd",100090
SK아이이테크놀로지,"SK ie technology Co., Ltd.",361610
SK시그넷,SK Signet Inc.,260870
SK스퀘어,"SK Square Co., Ltd.",402340
SK바이오사이언스,"SK Bioscience Co.,Ltd",302440
SK리츠,"SK REIT Co., Ltd.",395400
SK디앤디,"SK D&D Co.,Ltd.",210980
SK디스커버리,"SK Discovery Co.,Ltd.",006120
SK네트웍스,SKNetworksCompanyLimited,001740
SK가스,SK GAS LTD,018670
SKC,SKC LTD,011790
SKAI,"SKAI worldwide Co., Ltd.",357880
SK,SK Inc.,034730
SK,"SK Holdings Co., Ltd.",003600
SJG세종,"SJG SEJONG CO.,LTD",033530
SIMPAC,SIMPACInc,009160
SH에너지화학,"SH ENERGY & CHEMICAL CO.,LTD",002360
SHD,"SHIN HWA DYNAMICS CO.,LTD",001770
SG세계물산,SG CORPORATION,004060
SG글로벌,"SG GLOBAL CO., LTD",001380
SGC에너지,"SGC Energy Co.,Ltd.",005090
SGC E&C,"SGC E&C Co., Ltd.",016250
SGA솔루션즈,"SGA Solutions Co.,Ltd.",184230
SGA,"SGA Co.,Ltd",049470
SG&G,SG&G Corporation,040610
SG,"SG CO., LTD.",255220
SFA반도체,"SFA Semicon Co., Ltd",036540
SDN,SDN Company Ltd.,099220
SCL사이언스,SCL Science Inc.,246960
SB성보,"SBSUNGBO Co., Ltd.",003080
SBS미디어홀딩스,SBS Media Holdings,101060
SBS,SEOUL BROADCASTING SYSTEM,034120
SBI핀테크솔루션즈,"SBI FinTech Solutions Co., Ltd.",950110
SBI인베스트먼트,"SBI Investment KOREA Co., Ltd.",019550
SAMG엔터,"SAMG ENTERTAINMENT CO.,LTD",419530
S-Oil,S-Oil Corporation,010950
S&K폴리텍,"S&KPOLYTECCO.,LTD.",091340
RF시스템즈,"RF Systems Co., Ltd.",474610
RF머트리얼즈,"RF Materials Co., Ltd.",327260
RFHIC,RFHIC CORPORATION,218410
PS일렉트로닉스,"Pentastone Electronics, Inc.",332570
POSCO홀딩스,POSCO Holdings Inc.,005490
PN풍년,"PNPOONGNYUN CO.,LTD",024940
PKC,"PKC Co., Ltd.",001340
PI첨단소재,"PI Advanced Materials Co., Ltd.",178920
OCI홀딩스,OCI Holdings Company Ltd.,010060
OCI,OCI Company Ltd.,456040
NPX,NPX Inc.,222160
NI스틸,"NI STEEL CO.,LTD",008260
NICE평가정보,"NICE Information Service Co., Ltd.",030190
NICE인프라,"NICE Infra Co., Ltd",063570
NICE,"NICE Holdings Co., Ltd",034310
NH프라임리츠,"NH Prime REIT Co., Ltd.",338100
NH투자증권,"NH INVESTMENT & SECURITIES CO.,LTD. ",005940
NH올원리츠,"NH All-One REIT Co., Ltd.",400760
NH농협증권,"NH INVESTMENT&SECURITIES CO., LTD",016420
NHN벅스,NHN BUGS Corporation,104200
NHN KCP,NHN KCP Corp.,060250
NE능률,"NE Neungyule, Inc.",053290
NEW,"Next Entertainment World Co., Ltd.",160550
NAVER,NAVER Corporation,035420
MH에탄올,"MHETHANOL CO.,LTD",023150
MDS테크,MDS Tech Inc.,086960
M83,"M eighty-three Co.,Ltd.",476080
LX홀딩스,LX Holdings Corp.,383800
LX하우시스,"LX HAUSYS, LTD.",108670
LX인터내셔널,LX INTERNATIONAL CORP.,001120
LX세미콘,"LX Semicon Co., Ltd.",108320
LS티라유텍,"LS THiRA-UTECH CO.,LTD",322180
LS증권,"LS SECURITIES Co., Ltd.",078020
LS에코에너지,LS Eco Energy Ltd.,229640
LS머트리얼즈,"LS Materials Co.,Ltd.",417200
LS마린솔루션,"LS Marine Solution Co., Ltd.",060370
LS네트웍스,LS Networks Corporation Limited,000680
LS,LS Corp.,006260
LK삼양,"LK SAMYANG CO., LTD",225190
LIG넥스원,"LIG Nex1 Co., Ltd.",079550
LG화학,LG CHEM LTD,051910
LG헬로비전,LG HelloVision Corp.,037560
LG파워콤,LG Powercom Corporation,045820
LG전자,LG ELECTRONICS INC.,066570
LG이노텍,"LG INNOTEK CO., LTD.",011070
LG유플러스,LG Uplus Corp,032640
LG에너지솔루션,"LG ENERGY SOLUTION, LTD.",373220
LG씨엔에스,"LG CNS Co., Ltd.",064400
LG석유화학,"LG PETROCHEMICAL CO.,LTD",012990
LG생활건강,"LG H&H Co., Ltd.",051900
LG생명과학,"LG LIFE SCIENCES,  LTD.",068870
LG마이크론,LG Micron Ltd.,016990
LG디스플레이,"LG Display Co., Ltd.",034220
LG,LG Corp.,003550
LF,LF Corp.,093050
LB인베스트먼트,LB Investment Inc.,309960
LB세미콘,"LB SEMICON, INC.",061970
KZ정밀,KZ Precision Corporation,036560
KX하이텍,"KX HITECH CO.,LTD",052900
KX,"KX Innovation Co., Ltd.",122450
KT지니뮤직,KT GENIE MUSIC CORPORATION,043610
KT밀리의서재,"kt millie seojae Co.,Ltd",418470
KT나스미디어,"kt nasmedia Co., Ltd.",089600
KTis,ktis Corporation,058860
KTcs,ktcs corporation,058850
KS인더스트리,"KS Industry Co., Ltd.",101000
KSS해운,KSS LINE LTD.,044450
KR모터스,"KR MOTORS CO., LTD",000040
KPX홀딩스,"KPX HOLDINGS CO., LTD.",092230
KPX케미칼,"KPX CHEMICAL CO., LTD.",025000
KNN,KOREA NEW NETWORK CORPORATION,058400
KISCO홀딩스,KISCO Holdings Corp.,001940
KH바텍,"KH VATEC Co., LTD",060720
KH 필룩스,"KH FEELUX Co.,Ltd.",033180
KH 미래물산,"KH Mirae Corporation Co., Ltd.",111870
KH 건설,"KH Construction Co., Ltd.",226360
KG케미칼,KG Chemical Corporation,001390
KG이니시스,"KGINICIS CO.,LTD.",035600
KG에코솔루션,"KG Eco Solution Co., Ltd.",151860
KG스틸,"KG DONGBUSTEEL CO., LTD.",016380
KG모빌리티,KG Mobility Corp.,003620
KG모빌리언스,"KGMobilians Co., Ltd.",046440
KEC,KEC CORPORATION,092220
KD,KD Corporation,044180
KC코트렐,"KC Cottrell Co., Ltd.",119650
KC산업,"KC INDUSTRY CO.,LTD.",112190
KC그린홀딩스,"KC Green Holdings Co.,Ltd.",009440
KCC건설,"KCC ENGINEERING & CONSTRUCTION CO., LTD.",021320
KB제31호스팩,KB No.31 Special Purpose Acquisition Company,492220
KB제30호스팩,KB No.30 Special Purpose Acquisition Company,486630
KB제29호스팩,KB No.29 Special Purpose Acquisition Company,478390
KB제28호스팩,KB No.28 Special Purpose Acquisition Company,476470
KB제27호스팩,KB No.27 Special Purpose Acquisition Company,464680
KB제25호스팩,KB No.25 Special Purpose Acquisition Company,455250
KB오토시스,"KB Autosys Co.,Ltd",024120
KB스타리츠,"KB STAR REIT Co., Ltd.",432320
KB손해보험,"KB Insurance Co., Ltd",002550
KB발해인프라,KB Balhae Infrastructure Fund,415640
KB금융,KB Financial Group Inc.,105560
KBI메탈,"KBI METAL CO., LTD.",024840
KBG,KBG Corp.,318000
JYP Ent.,JYP Entertainment Corporation,035900
JW홀딩스,JW HOLDINGS CORPORATION,096760
JW중외제약,JW PHARMACEUTICAL,001060
JW신약,JW SHINYAK CORPORATION,067290
JW생명과학,JW LIFESCIENCE CORPORATION,234080
JTC,JTC Inc.,950170
JB금융지주,"JB FINANCIAL GROUP CO.,LTD",175330
ISC,"ISC Co., LTD.",095340
INVENI,"INVENI Co., Ltd.",015360
IBKS제24호스팩,IBKS No.24 Special Purpose Acquisition Company,469480
IBKS제23호스팩,IBKS No.23 Special Purpose Acquisition Company,467930
IBKS제22호스팩,IBKS No.22 Special Purpose Acquisition Company,448760
IBKS제21호스팩,IBKS No.21 Special Purpose Acquisition Company,442770
HS효성첨단소재,HS HYOSUNG ADVANCED MATERIALS,298050
HS효성,HS HYOSUNG Corporation,487570
HS화성,"HS HWASUNG CO., LTD.",002460
HS애드,HS Ad Inc.,035000
HRS,"HRS Co., Ltd",036640
HPSP,"HPSP Co., Ltd.",403870
HMM,"HMM CO.,LTD",011200
HL홀딩스,HL Holdings Corporation,060980
HL만도,"HL Mando CO.,LTD",204320
HLB펩,"HLB Pep Co., Ltd.",196300
HLB파나진,"HLB PANAGENE Co., LTD.",046210
HLB테라퓨틱스,"HLB Therapeutics Co.,Ltd.",115450
HLB제약,"HLB PHARMACEUTICAL CO., LTD.",047920
HLB제넥스,"HLB Genex, Inc.",187420
HLB이노베이션,"HLB innoVation Co.,Ltd.",024850
HLB생명과학,"HLB Life Science CO.,LTD.",067630
HLB사이언스,HLB SCIENCE Inc.,343090
HLB바이오스텝,"HLB bioStep Co.,Ltd.",278650
HLB글로벌,"HLB GLOBAL Co., Ltd.",003580
HLB,HLB INC.,028300
HL D&I,HL D&I HALLA CORPORATION,014790
HK이노엔,HK inno.N Corporation,195940
HJ중공업,"HJ SHIPBUILDING & CONSTRUCTION CO.,LTD",097230
HD현대중공업,"HD HYUNDAI HEAVY INDUSTRIES CO.,LTD.",329180
HD현대일렉트릭,"HD HYUNDAI ELECTRIC CO.,LTD",267260
HD현대인프라코어,"HD Hyundai Infracore Co., Ltd.",042670
HD현대에너지솔루션,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",322000
HD현대미포,"HD HYUNDAI MIPO CO.,LTD.",010620
HD현대마린엔진,"HD-Hyundai Marine Engine Co., Ltd.",071970
HD현대마린솔루션,"HD Hyundai Marine Solution Co., Ltd",443060
HD현대건설기계,"HD Hyundai Construction Equipment Co.,Ltd.",267270
HD현대,"HD HYUNDAI CO.,LTD.",267250
HD한국조선해양,"HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO., LTD.",009540
HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,294870
HDC현대EP,"HDC Hyundai Engineering Plastics Co., Ltd. ",089470
HDC랩스,"HDC LABS Co., Ltd.",039570
HDC,"HDC HOLDINGS CO.,Ltd",012630
HB테크놀러지,"HB Technology CO.,LTD.",078150
HB인베스트먼트,"HB Investment, Inc.",440290
HB솔루션,"HB SOLUTION CO.,LTD.",297890
GS피앤엘,"GS P&L Co., Ltd.",499790
GS리테일,"GS Retail Co.,Ltd",007070
GS글로벌,GS Global Corp.,001250
GS건설,GS Engineering & Construction Corp,006360
GST,"GlobalStandardTechnologyCo.,Ltd.",083450
GS,GS Holdings,078930
GRT,Great Rich Technologies Limited,900290
GKL,"Grand Korea Leisure Co.,Ltd",114090
GH신소재,GH Advanced Materials Inc.,130500
GB블루오션베트남주식혼합형투자회사1호,GB Blue Ocean VIETNAM EQUITY BALANCED FUND [1],094950
FnC코오롱,FnC KOLON CORP,001370
FSN,"FSN Co., Ltd.",214270
F&F 홀딩스,"F&F Holdings Co., Ltd.",007700
F&F,"F&F CO.,Ltd",383220
ES큐브,"ES CUBE CO., LTD.",050120
ESR켄달스퀘어리츠,"ESR Kendall Square REIT Co., Ltd.",365550
EMB,"EMB CO.,LTD.",278990
EG,"EG Co., Ltd",037370
EDGC,"Eone Diagnomics Genome Center Co., Ltd.",245620
E8,"E8IGHT Co., Ltd",418620
E1,E1 Corporation,017940
DYP,"DYP CO.,LTD",092780
DXVX,"Dx & Vx Co., Ltd.",180400
DS단석,"DS DANSUK CO., LTD.",017860
DSR제강,DSR WIRE CORP,069730
DSR,DSR CORP,155660
DSC인베스트먼트,DSC Investment Inc.,241520
