회사명,corp_eng_name,종목코드
에스디바이오센서,SD BIOSENSOR  INC.,137310
에스넷,S NET SYSTEMS.INC,038680
에브리봇,EVERYBOT Inc.,270660
에버리소스,EVER RESOURCES INC.,020070
에르코스,"ERCOHS Agricultural Corporation Co., Ltd.",435570
에듀패스,EDU-PASS INC.,031950
에듀언스,"EDUENCE CO.,LIMITED",009010
에듀아크,"EDU ARK Co., Ltd.",046350
에넥스,"ENEX CO.,LTD",011090
에너토크,ENERTORK LTD.,019990
에너윈,"ENERWIN Co.,Ltd.",055970
업필,"Up Feel CO.,LTD.",054370
엄지하우스,"EOMJIHOUSE Co., Ltd",224810
얼라인드,"Aligned Genetics, Inc.",238120
어울림정보기술,"Oullim Information Technology, Inc",038320
어울림엘시스,Oullim Elses Inc.,033280
어울림네트웍스,"OULLIM NETWORKS, INC.",042820
어스앤에어로스페이스,Earth & Aerospace Manufacturing Ind. Co. Ltd,263540
어보브반도체,"ABOV Semiconductor Co.,Ltd.",102120
양지사,Yangjisa,030960
야호커뮤니케이션,"YAHOH Communication Co., Ltd.",059720
야스,"YAS Co., Ltd",255440
앱트뉴로사이언스,"APT Neuroscience, Inc.",270520
앱클론,AbClon Inc.,174900
앱코,"ABKO CO., LTD.",129890
앤에스,"NS Co., Ltd.",126870
앤씨앤,"NC& Co., Ltd.",092600
앤디포스,"NDFOS CO., LTD.",238090
액티투오,"Acti2O Co., Ltd.",047710
액트로,"ACTRO CO.,Ltd",290740
액토즈소프트,"ACTOZ SOFT CO., LTD.",052790
애큐온저축은행,ACUON SAVINGS BANK,007640
애머릿지,Ameridge Corporation,900100
애드바이오텍,"ADBIOTECH Co.,Ltd.",179530
애드모바일, ,032600
애닉,Anic Inc.,299910
애니플러스,ANIPLUS INC.,310200
애니메디솔루션,anymedi Inc.,390110
애경케미칼,"AEKYUNG CHEMICAL CO., LTD",161000
애경산업,"Aekyung Industrial Co., Ltd.",018250
앙츠,"Antz. Co., Ltd",267810
압타바이오,Aptabio Therapeutics Inc.,293780
압타머사이언스,Aptamer Sciences Inc,291650
알피바이오,RPbio Inc.,314140
알파칩스,"Alphachips, Inc.",117670
알파녹스,"Alphanox Co.,Ltd.",043100
알티캐스트,Alticast Corporation,085810
알톤,"Alton Co.,Ltd.",123750
알테오젠,Alteogen Inc.,196170
알체라,Alchera Inc.,347860
알이네트웍스,"RENetworks Co.,Ltd",023670
알엔투테크놀로지,"RN2 Technologies Co., Ltd.",148250
알에프텍,"RFTECH CO., LTD",061040
알에프세미,"RFsemiTechnologies,Inc.",096610
알에스오토메이션,"RS AUTOMATION CO.,LTD.",140670
알에스넷,"R&S Networks Co., Ltd.",046430
알서포트,"RSUPPORT Co., Ltd.",131370
알비더블유,RBW Inc.,361570
알보젠코리아,"ALVOGEN KOREA CO.,LTD",002250
알바이오,"R Bio CO., LTD.",003190
알멕,"ALMAC  CO., Ltd",354320
알리코제약,"KOREA ARLICO PHARM CO.,LTD.",260660
알루코,"ALUKO CO.,LTD.",001780
알루코,"ALUKO CO.,LTD",021570
알로이스,ALOYS Inc.,297570
알로이스,ALOYS Inc.,271400
알덱스,"ALDEX CO.,LTD",025970
안트로젠,"ANTEROGEN CO., LTD.",065660
안지오랩,"AngioLab, Inc.",251280
안랩,"AHNLAB,INC.",053800
안국약품,"AHN-GOOK PHARMACEUTICAL Co., Ltd.",001540
아하,"AHA Co.,Ltd",102950
아퓨어스,"APURES CO., LTD.",149300
아티스트컴퍼니,Artist Company Inc.,321820
아티스트스튜디오,Artist Studio Inc.,200350
아톤,ATON Inc.,158430
아크솔루션스,Ark Solutions Inc.,203690
아큐텍,"ACQUTEK CO.,LTD",013780
아진카인텍,AJINCARINTECH. INC.,011400
아진전자부품,"AJIN ELECTRONIC COMPONENTS CO.,LTD",009320
아진엑스텍,"AJINEXTEK Co., Ltd.",059120
아진산업,"A-JIN INDUSTRY CO.,LTD",013310
아즈텍WB,AZTECH WB CO. LTD,032080
아주스틸,"AJUSTEEL CO.,LTD.",139990
아주IB투자,"AJU IB INVESTMENT CO., LTD.",027360
아인스엠앤엠,"Ein's M&M CO., LTD",040740
아이피에스,IPSLtd.,051820
아이팩토리,"i-factory Co.,Ltd",053810
아이패밀리에스씨,"iFamilySC Co,. Ltd.",114840
아이티엠반도체,"ITM Semiconductor Co., Ltd",084850
아이티아이즈,ITEYES Inc.,372800
아이티센피엔에스,"ITCENPNS CO.,LTD.",232830
아이티센코어,"ITCENCORE CO.,LTD.",243870
아이티센엔텍,"ITCENENTEC CO.,LTD.",010280
아이티센씨티에스,ITCENCTS,031820
아이티센네트웍스,"ITCEN NETWORKS CO., LTD.",057110
아이티센글로벌,"ITCENGLOBAL CO.,LTD.",124500
아이톡시,ITOXI Corp.,052770
아이텍스필,i-TEX F.I.L. LTD.,008030
아이텍,"ITEK, Inc.",119830
아이크래프트,"iCRAFTCo.,Ltd.",052460
아이큐어,Icure Pharmaceutical Incorporation,175250
아이퀘스트,"IQUEST Co., Ltd.",262840
아이케이세미콘,"IK Semicon Co., Ltd.",149010
아이컴포넌트,"i-Components Co., Ltd",059100
아이진,"EyeGene,Inc",185490
아이지넷,Aiji net Inc.,462980
아이즈비전,EYESVISION CORPORATION,031310
아이인프라,"iINFRA.Co.,Ltd",008780
아이이,IE Limited,023430
아이윈플러스,"iWIN PLUS CO.,LTD.",123010
아이윈,"iWIN CO.,LTD",090150
아이오바이오,"AIOBIO Co., Ltd.",447690
아이엠티,"IMT Co., Ltd.",451220
아이엠텍,IM Tech Inc.,226350
아이엠지티,IMGT Corporation Limited,456570
아이엠아이티,"IMIT. CO., LTD.",038100
아이엠비디엑스,"IMBdx, Inc.",461030
아이엠뱅크,iM Bank,005270
아이엠,"IMCo.,LTD",101390
아이엘사이언스,"IL SCIENCE CO.,LTD.",122050
아이엘,"IL CO.,LTD.",307180
아이에이치큐,"IHQ, INC",003560
아이에이,"iA, Inc.",038880
아이에스티이,"ISTE Co.,Ltd.",212710
아이에스동서,"IS DONGSEO CO., LTD.",010780
아이언디바이스,Iron Device Corp.,464500
아이앤씨,"I&C Technology Co., Ltd.",052860
아이알디,"International Resources Development Co.,Ltd",084810
아이씨티케이,"ICTK Co., Ltd.",456010
아이씨에이치,"ICH Co., Ltd.",368600
아이씨디,"ICD Co.,Ltd",040910
아이쓰리시스템,i3system Inc.,214430
아이스테이션,i-station Corporation,056010
아이스크림에듀,"i-Scream Edu Co., Ltd.",289010
아이스크림미디어,"i-Scream Media CO., LTD.",461300
아이센스,"i-SENS, Inc.",099190
아이빔테크놀로지,"IVIM Technology, Inc.",460470
아이비케이에스제7호기업인수목적,IBKS No.7 Special Purpose Acquisition Company,276920
아이비케이에스제20호기업인수목적,IBKS No.20 Special Purpose Acquisition Company,439730
아이비케이에스제19호기업인수목적,IBKS No.19 Special Purpose Acquisition Company,426550
아이비케이에스제17호기업인수목적,IBKS No. 17 Special Purpose Acquisition  Company,405350
아이비케이에스제13호기업인수목적,IBKS No.13 Special Purpose Acquisition Company,351340
아이비케이에스스마트에스엠이기업인수목적1호,IBKS Smart SME Special Purpose Acquisition Company No.1,126680
아이비진,IBXENE CORP.,039060
아이비젼웍스,"IVISIONWORKS CO.,LTD.",469750
아이비김영,"IBKIMYOUNG CO.,LTD.",339950
아이마켓코리아,iMarketKorea Inc.,122900
아이레보,iREVO Inc.,072430
아이디피,"IDP Corp., Ltd.",332370
아이디에이치,"IDH CO., LTD.",026230
아이디에스,"InternationalDisplaySolutionsCo.,Ltd.",078780
아이디스홀딩스,"IDIS Holdings Co., Ltd",054800
아이디스,"INTELLIGENT DIGITAL INTEGRATED SECURITY CO., LTD.",143160
아이드림,IDREAM CORP.,066850
아우딘퓨쳐스,"Outin Futures Co., Ltd.",227610
아시아퍼시픽9호선박투자회사,"ASIA PACIFIC NO. 9 SHIP INVESTMENT CO.,LTD",081940
아시아퍼시픽8호선박투자회사,"ASIA PACIFIC NO. 8 SHIP INVESTMENT CO.,LTD",081930
아시아퍼시픽7호선박투자회사,"ASIA PACIFIC NO. 7 SHIP INVESTMENT CO.,LTD",082260
아시아퍼시픽6호선박투자회사,"ASIA PACIFIC NO.6 SHIP INVESTMENT CO.,LTD.",082250
아시아퍼시픽5호선박투자회사,"ASIA PACIFIC NO.5 SHIP INVESTMENT CO.,LTD.",082240
아시아퍼시픽4호선박투자회사,"ASIA PACIFIC NO.4 SHIP INVESTMENT CO.,LTD.",081210
아시아퍼시픽3호선박투자회사,"ASIA PACIFIC NO. 3 SHIP INVESTMENT CO.,LTD.",081200
아시아퍼시픽2호선박투자회사,"ASIA PACIFIC NO. 2 SHIP INVESTMENT CO.,LTD",081190
아시아퍼시픽1호선박투자회사,AsiaPacificNo.1,080180
아시아퍼시픽15호선박투자회사,"ASIA PACIFIC NO. 15 SHIP INVESTMENT CO.,LTD",083620
아시아퍼시픽14호선박투자회사,"ASIA PACIFIC NO. 14 SHIP INVESTMENT CO.,LTD",083610
아시아퍼시픽13호선박투자회사,"ASIA PACIFIC NO. 13 SHIP INVESTMENT CO.,LTD",083600
아시아퍼시픽12호선박투자회사,"ASIA PACIFIC NO. 12 SHIP INVESTMENT CO.,LTD",083590
아시아퍼시픽11호선박투자회사,"ASIA PACIFIC NO. 11 SHIP INVESTMENT CO.,LTD",083580
아시아퍼시픽10호선박투자회사,"ASIA PACIFIC NO. 10 SHIP INVESTMENT CO.,LTD",083570
아시아종묘,"ASIA SEED Co.,Ltd.",154030
아시아미디어홀딩스,"Asia Media Holdings Co.,Ltd.",052810
아시아나항공,Asiana Airlines Inc.,020560
아시아나IDT,"Asiana IDT, Inc.",267850
아시아경제,"The Asia Business Daily Co., Ltd.",127710
아스플로,"ASFLOW CO.,LTD.",159010
아스팩오일,"ASPACOIL Co.,Ltd",232360
아스트,"AeroSpace Technology of Korea, Inc.",067390
아스테라시스,"ASTERASYS Co., Ltd.",450950
아스타,"ASTA Co., Ltd.",246720
아셈스,ASSEMS INC.,136410
아센디오,"Ascendio Co., Ltd.",012170
아세아페이퍼텍,ASIA PAPERTEC INC,009380
아세아텍,"ASIA TECHNOLOGY Co., Ltd.",050860
아세아제지,"ASIA PAPER MANUFACTURING CO.,LTD",002310
아세아시멘트,"ASIA CEMENT CO.,LTD.",183190
아세아,"ASIA HOLDINGS CO.,LTD",002030
아비코전자,"ABCO ELECTRONICS CO., LTD.",036010
아바텍,"AVATEC CO.,LTD.",149950
아바코,"AVACOCO.,LTD.",083930
아미코젠,"Amicogen, Inc.",092040
아미노로직스,"AMINOLOGICS CO.,LTD.",074430
아모텍,"Amotech Co., Ltd.",052710
아모센스,"Amosense Co., Ltd.",357580
아모레퍼시픽홀딩스,AMOREPACIFIC Holdings Corp.,002790
아모레퍼시픽,AMOREPACIFIC CORP.,090430
아모그린텍,"AMOGREENTECH Co., Ltd.",125210
아리온테크놀로지,ARIONTECHNOLOGYINC.,058220
아루히,ARUHI Corporation,950100
아라온테크,"Araontech Co., Ltd.",041060
아남전자,"ANAM ELECTRONICS CO.,LTD",008700
아난티,Ananti Inc.,025980
아나패스,"Anapass, Inc.",123860
아구스,ARGUSInc.,078670
아가방컴퍼니,AGABANG&COMPANY,013990
씨피시스템,"CP SYSTEM CO.,LTD",413630
씨티케이,"CTK Co., Ltd",260930
씨티엘테크,"CTL TEC Co.,Ltd",088960
씨티앤티,"CT&T Co.,Ltd.",050470
씨티알모빌리티,"CTR Mobility Co.,Ltd.",308170
씨티씨바이오,"CTC BIO, INC.",060590
씨티네트웍스,"ctnetworks Co., Ltd.",189540
씨크롭,"CECROP CO.,LTD",016970
씨큐브,"CQV Co., Ltd.",101240
씨케이솔루션,"CK SOLUTION Co., Ltd.",480370
씨젠,"SEEGENE, INC.",096530
씨제이인터넷,CJ Internet Corp.,037150
씨제이이앤엠,CJ E&M Corporation,130960
씨제이엔터테인먼트,CJ Entertainment INC.,049370
씨이랩,"XIIlab Co., Ltd",189330
씨유테크,CU TECH CORPORATION,376290
씨유전자,"CU ELECTRONICS CO., LTD.",056340
씨유메디칼,CU MEDICAL SYSTEMS Inc.,115480
씨엠에스에듀,"CMS Edu Co., Ltd.",225330
씨엘엘씨디,"CL LCD CO., LTD.",035710
씨엔플러스,"CNPLUS Co., Ltd.",115530
씨엔티드림,CNT Dream  CO. LTD.,286000
씨엔알리서치,C&R Research Inc.,359090
씨엔씨엔터프라이즈,"C&C ENTERPRISE CO.,LTD",038420
씨엑스아이,CXI Healthcare Technology Group Limited,900120
씨에스윈드,CS Wind Corporation,112610
씨에스베어링,"CS BEARING Co., Ltd.",297090
씨어스테크놀로지,SEERS TECHNOLOGY,458870
씨앤투스,"CNTUS Co., Ltd",352700
씨앤케이인터내셔널,"CNK INTERNATIONAL CO., LTD",039530
씨앤지하이테크,"C&G Hi Tech Co., Ltd",264660
씨앤중공업,"C&HEAVY INDUSTRIES CO.,LTD",008400
씨앤에스자산관리,"C&S ASSET MANAGEMENT CO., LTD.",032040
씨앤에스링크,"CNSLINK Co., Ltd",245450
씨앤씨인터내셔널,"C&C International Co.,Ltd.",352480
씨앤상선,"C&MERCHANT MARINE CO.,LTD",000790
씨앗,"CIAAT Co., Ltd.",103660
씨알푸드,Ssial Food Inc.,236030
씨아이테크,"CITECH CO.,LTD",004920
씨아이에스,Creative & Innovative System Corporation,222080
씨아이에스,Creative & Innovative System Corporation,144630
씨씨에스,"KOREA CABLE T.V CHUNG-BUK SYSTEM CO., LTD.",066790
씨싸이트,"C-SITE Co., Ltd.",109670
씨모텍,"C-motechCo.,LTD.",081090
씨모스,"creative master of semiconductor. co.,ltd",037600
씨메스,CMES Inc.,475400
씨디네트웍스,"CDNetworksCo.,Ltd.",073710
씨그널엔터테인먼트그룹,Signal Entertainment Group Corp.,099830
쓰리에이로직스,3ALogics. Inc.,177900
쓰리알,3R,037730
쓰리소프트,3SOFT. Inc.,036360
쓰리빌리언,3billion Inc.,394800
쓰리디월드,"3D world Co., Ltd.",065340
쓰리디넷,"3D NET Co.,Ltd.",035400
쏠리드,"Solid, Inc.",050890
쏠라엔텍,"SOLAR & TECH CO., LTD.",030390
쏘카,"SOCAR, Inc.",403550
쏘닉스,SAWNICS INC.,088280
쎌바이오텍,"CELL BIOTECH CO ., LTD",049960
쎄트렉아이,"SatrecInitiativeCo.,Ltd.",099320
쎄크,"SEC co.,ltd.",081180
쎄라텍,CERATECH CORPORATION,041550
쎄니트,"CENIT CO., LTD",037760
쎄노텍,"CENOTEC Co., Ltd",222420
썸에이지,"Thumbage Co., Ltd.",208640
썬테크놀로지스,"Sun Technologies Co., LTD",122800
썬테크,"SUNTECH.CO.,LTD",217320
썬코어,"Suncore, Inc.",051170
써미트테크놀로지,Summit Technology,039000
써니트렌드,"Sunny Trends Co.,ltd",035500
써니전자,"SUNNY ELECTRONICS CO.,LTD",004770
쌍용씨앤이,"SSANGYONGC&E.CO.,LTD.",003410
쌍용건설,"Ssangyong Engineering & Construction Co., Ltd. ",012650
쌍방울,SBW,102280
쌈지,"SSAMZIE CO., LTD.",033260
싸이토젠,"Cytogen, Inc.",217330
싸이버원,"CyberOne Co., Ltd.",356890
싸이맥스,CYMECHS Inc.,160980
심플랫폼,"Simplatform Co., Ltd.",444530
심팩인더스트리,"SIMPACINDUSTRIES CO., LTD",005350
심팩메탈,"SIMPAC METAL Co., Ltd.",090730
심텍홀딩스,"SIMMTECH HOLDINGS Co., Ltd.",036710
심텍,"SIMMTECH Co., Ltd.",222800
실리콘화일,SiliconFileTechnologiesInc.,082930
실리콘투,"SILICON 2 Co.,Ltd.",257720
신흥에스이씨,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",243840
신흥,"SHINHUNG CO.,LTD",004080
신화콘텍,"Shin Hwa Contech Co.,Ltd.",187270
신화인터텍,SHINWHA INTERTEK CORP.,056700
신한투자증권,"Shinhan Securities Co., Ltd.",008670
신한카드,"Shinhan Card Co.,Ltd",032710
신한지주,"SHINHAN FINANCIAL GROUP CO.,LTD",055550
신한제9호기업인수목적,Shinhan 9th Special Purpose Acquisition Company,405640
신한제8호기업인수목적,Shinhan 8th Special Purpose Acquisition Company,393360
신한제7호기업인수목적,Shinhan 7th Special Purpose Acquisition Company,366330
신한제4호기업인수목적,"Shinhan 4th Special Purpose Acquisition CO.,LTD",277480
신한제3호기업인수목적,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",257730
신한제16호스팩,Shinhan 16th Special Purpose Acquisition Company,496070
신한제15호스팩,Shinhan 15th Special Purpose Acquisition Company,487830
신한제14호스팩,Shinhan 14th Special Purpose Acquisition Company,487360
신한제13호스팩,Shinhan 13th Special Purpose Acquisition Company,474930
신한제12호스팩,Shinhan 12th Special Purpose Acquisition Company,474660
신한제11호스팩,Shinhan 11th Special Purpose Acquisition Company,452980
신한제10호기업인수목적,Shinhan 10th Special Purpose Acquisition Company,418210
신한은행,SHINHAN BANK,000010
신한알파리츠,"Shinhan Alpha REIT Co,. Ltd.",293940
신한서부티엔디리츠,"Shinhan Seobu T&D REIT Co., Ltd.",404990
신한글로벌액티브리츠,"Shinhan Global Active REIT Co., Ltd.",481850
신한SIT,"SHIN HAN SIT CO.,LTD",054530
신한,"SHINHAN ENGINEERING & CONSTRUCTION CO.,LTD",005450
신풍제약,"SHINPOONG PHARMACEUTICAL CO.,LTD",019170
신풍,SHINPOONG INC.,002870
신텍,"SEEN TEC Co., Ltd",099660
신테카바이오,"SyntekaBio,Inc.",226330
신진에스엠,"SINJIN SM CO.,LTD.",138070
신지소프트,SINJISOFTCorporation,078700
신일제약,"SHINIL PHARMACEUTICAL CO., LTD.",012790
신일전자,"SHINIL ELECTRONICS CO.,LTD",002700
신일건업,"SHINIL ENGINEERING CO.,LTD",014350
신원종합개발,ShinwonConstruction,017000
신원,SHINWON CORPORATION,009270
신영해피투모로우제7호기업인수목적,Shinyoung HappyTomorrow No.7 Special Purpose Acquisition Company,419270
신영해피투모로우제6호기업인수목적,Shinyoung HappyTomorrow No.6 Special Purpose Acquisition,344050
신영증권,"SHINYOUNG SECURITIES CO.,LTD",001720
신영와코루,SHINYOUNG WACOAL INC,005800
신영스팩9호,Shinyoung HappyTomorrow No.9 Special Purpose Acquisition Company,445970
신영스팩8호,Shinyoung HappyTomorrow No.8 Special Purpose Acquisition,430220
신영스팩10호,Shinyoung HappyTomorrow No.10 Special Purpose Acquisition Company,472220
신양오라컴디스플레이,"SHINYANG AURACOM DISPLAY Co.,Ltd.",086830
신신제약,"SINSIN PHARMACEUTICAL Co., LTD.",002800
신시웨이,"SINSIWAY CO., LTD.",290560
신스틸,"SHIN STEEL CO.,LTD.",162300
신송홀딩스,SINGSONGHOLDINGS,006880
신세계푸드,SHINSEGAE FOOD Inc.,031440
신세계톰보이,SHINSEGAE TOMBOY,012580
신세계인터내셔날,SHINSEGAE INTERNATIONAL Inc.,031430
신세계건설,"Shinsegae Engineering & Construction C.,Ltd.",034300
신세계I&C,SHINSEGAE INFORMATION & COMMUNICATION Inc.,035510
신세계,SHINSEGAE Inc.,004170
신성통상,"SHINSUNG TONGSANG CO.,LTD",005390
신성이엔지,"SHINSUNG E&G Co.,LTD.",011930
신성이엔지,"SHINSUNG ENG CO., LTD.",104110
신성에프에이,"SHINSUNG FA CO., LTD.",104120
신성에스티,"Shinsung ST Co., Ltd.",416180
신성델타테크,"SHINSUNG DELTA TECH CO., LTD",065350
신비앤텍,"Seen BnTek Co.,Ltd.",070480
신라젠,"SillaJen, Inc.",215600
신라에스지,"SILLA SG CO., LTD.",025870
신라섬유,SillaTextile,001000
신라교역,"SILLA CO.,LTD",004970
신동방CP,ShinDongBang CP Corporation,004660
신도리코,"SINDOH CO.,LTD ",029530
신도기연,"Shindo Eng. Lab., Ltd.",290520
신대양제지,"SHINDAEYANG PAPER CO.,LTD",016590
신광기업,"SHINKWANG ENTERPRISE CO.,LTD",001580
시프트업,SHIFT UP Corporation.,462870
시큐어소프트,SecureSoft Inc.,037060
시큐브,"SECUVE Co., Ltd.",131090
시큐레터,"SecuLetter Co., Ltd.",418250
시지트로닉스,"Sigetronics, Inc.",429270
시지메드텍,"CG MedTech Co.,Ltd.",056090
시알홀딩스,"CR Holdings Co., LTD.",000480
시스웍,"SYSWORK CO., LTD",269620
시선AI,"SECERN AI Co., Ltd.",340810
시디즈,"Sidiz, Inc.",134790
시노펙스그린테크,Synopex Green Tech Inc.,037320
시노펙스,Synopex Inc.,025320
시너지이노베이션,"Synergy Innovation Co., Ltd.",048870
시냅스엠,SCENAPPSM inc.,246830
시그네틱스,Signetics Corp.,033170
시공테크,"SIGONG TECH Co.,Ltd.",020710
승일,SEUNG IL Corporation,049830
스피어,Sphere Corp.,347700
스포츠서울,"The Sports Seoul Co., Ltd.",039670
스페코,Speco,013810
스페이스솔루션,SPACE SOLUTION INC.,245030
스틸플라워,"STEEL FLOWER CO.,LTD",087220
스틱인베스트먼트,"STIC Investments, Inc.",026890
스튜디오에스,"Studio S Co., Ltd.",046140
스튜디오삼익,"Studio Samick Co.,Ltd.",415380
스튜디오산타클로스,"STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd.",204630
스튜디오미르,"Studio Mir Co., LTD.",408900
스튜디오드래곤,Studio Dragon Corporation,253450
스톰테크,"Stormtec Co.,Ltd",352090
스톰이앤에프,"Stom EnF Co.,Ltd.",043680
스톤브릿지벤처스,Stonebridge Ventures Inc.,330730
스탠다드펌,"Standard Firm Co., Ltd.",179280
스타플렉스,"STARFLEX CO., LTD",115570
스타코링크,"STACO LINK Co.,Ltd.",060240
스타에스엠리츠,STAR SM Real Estate Investment Trust Incorporated,204210
스타맥스,"Starmax Co., Ltd.",017050
스코넥,"SKONEC ENTERTAINMENT Co., Ltd.",276040
스맥,"SMEC CO.,LTD",099440
스마트솔루션즈,"Smart Solutions Co.,Ltd.",136510
스마트레이더시스템,"Smart Radar System, Inc.",424960
스마텔,Smartel corporation,004190
슈피겐코리아,"Spigen Korea Co., Ltd",192440
슈프리마에이치큐,Suprema HQ Inc.,094840
슈프리마,Suprema Inc.,236200
슈어소프트테크,Suresofttech Inc.,298830
슈마일렉트론,"SUMA Electron Co., Ltd.",056500
수프로,"Suppro Co.,Ltd",185190
수젠텍,"Sugentech, Inc.",253840
수성웹툰,"Soosung Webtoon co., Ltd.",084180
수산인더스트리,"SOOSAN INDUSTRIES CO., LTD.",126720
수산아이앤티,"SOOSAN INT Co., LTD.",050960
수산세보틱스,"SOOSAN CEBOTICS CO., LTD",017550
쇼박스,SHOWBOX Corp.,086980
송원산업,"SONGWON INDUSTRIAL CO.,LTD",004430
솔트웨어,"Saltware Co., Ltd.",328380
솔트웍스,"Soltworks Co., Ltd.",222520
솔트룩스,SALTLUX Inc,304100
솔빛미디어,"Solvit Media, Inc",044440
솔브레인홀딩스,"Soulbrain Holdings Co., Ltd.",036830
솔브레인,"Soulbrain Co., Ltd.",357780
솔본,"SOLBORN, Inc.",035610
솔루엠,"SOLUM CO., LTD.",248070
솔루스첨단소재,Solus Advanced Materials Co. Ltd.,336370
솔로몬저축은행,SOLOMON SAVINGS BANK,007800
솔디펜스,"SolDefense Co., Ltd.",215090
손오공,"SONOKONGCO.,LTD.",066910
소프트캠프,"SOFTCAMP CO., LTD",258790
소프트캠프,"SOFTCAMP CO., LTD",210610
소프트센,"SOFTCEN CO., LTD.",032680
소예,SOYEA Corporation,035010
소마젠,"Psomagen, Inc.",950200
소리바다,SORIBADA INC.,053110
소룩스,"Solux Co., Ltd.",290690
소니드,Sonid Inc.,060230
소노스퀘어,"SONO SQUARE CO.,LTD.",007720
셰프라인,CHEFLINE CORP,012250
셀피글로벌,"Cellfie Global Co.,Ltd.",068940
셀트리온헬스케어,"Celltrion Healthcare Co., Ltd.",091990
셀트리온제약,Celltrion Pharm Inc.,068760
셀트리온,"Celltrion, Inc.",068270
셀텍,"Cell Tech Co., LTD.",019260
셀젠텍,"CELLGENTEK Co., Ltd",258250
셀비온,"Cellbion Co., Ltd",308430
셀바이오휴먼텍,"Cell Bio Human Tech Co., Ltd",318160
셀바스헬스케어,"SELVAS Healthcare, Inc.",208370
셀바스AI,SELVAS AI Inc.,108860
셀리버리,"Cellivery Therapeutics, Inc.",268600
셀리드,"Cellid Co., Ltd.",299660
셀루메드,"CELLUMED CO., LTD.",049180
셀로맥스사이언스,"Cellromax Science Co., Ltd.",471820
셀레스트라,Celestra Inc.,352770
셀레믹스,"Celemics, Inc.",331920
셀런,"CELRUN CO.,LTD",013240
센코,"SENKO Co.,Ltd.",347000
센추리,CENTURY CORP,006750
센서뷰,"SENSORVIEW CO., LTD.",321370
세화피앤씨,SEWHA P&C INC.,085980
세화피앤씨,SEWHA P&C INC.,252500
세토피아,"Setopia Co.,Ltd.",222810
세코닉스,"SEKONIX CO., LTD.",053450
세진티에스,"SEJIN T.S CO., LTD.",067770
세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",075580
세중,"SEJOONG CO., LTD.",039310
세종텔레콤,"Sejong Telecom, Inc.",036630
세종메디칼,"SEJONG MEDICAL Co.Ltd.,",258830
세종머티리얼즈,"Sejong Materials Co., Ltd.",135270
세이프아시아,"Safe Asia Co., Ltd.",066330
세이브존I&C,SAVEZONE I&C Corp.,067830
세원화성,"SEWON CHEMICAL CO.,LTD",007910
세원텔레콤,Sewon Telecom Ltd.,036910
세원정공,"SEWON PRECISION INDUSTRY CO.,LTD",021820
세원이앤씨,"SEWON E&C CO.,LTD.",091090
세원물산,SewonCorporation,024830
세운메디칼,"SEWOONMEDICAL CO,. LTD.",100700
세우글로벌,"SEWOO GLOBAL CO,. LTD",013000
세왕,"SEUNGHWA  CO., LTD.",111610
세영디앤씨,"SEYOUNG D&C Co., Ltd.",052190
세아홀딩스,SEAH HOLDINGS CORP,058650
세아특수강,"SeAH SPECIAL STEEL CO., LTD",019440
세아제강지주,SeAH Steel Holdings Corporation,003030
세아제강,SeAH Steel Corporation,306200
세아베스틸지주,SeAH Besteel Holdings Corporation,001430
세아메탈,SEAH METAL. Co. LTD,033020
세아메카닉스,"SeA Mechanics Co., LTD",396300
세실,SESILCORPORATION,084450
세신,"SESHIN Co.,Ltd.",004230
세븐코스프,"Seven KOSF CO.,LTD",017160
세븐브로이맥주,"Sevenbrau Co., Ltd.",267080
세보엠이씨,SEBO MANUFACTURING ENGINEERING CORPORATION,011560
세방전지,"SEBANG GLOBAL BATTERY CO.,LTD",004490
세방,"SEBANG CO., LTD",004360
세미텍,"SemiteqCo.,Ltd",081220
세명전기,SemyungElectricMachinery,017510
세림B&G,"SERIM B&G Co.,Ltd",340440
세라온홀딩스,"SERAONHOLDINGS CO.,LTD",050600
세동,SAE DONG CO. LTD,053060
세니콘,"CENICONE CO., LTD",056060
세니젠,"SANIGEN Co., Ltd.",188260
세기상사,"THE CENTURY CO.,LTD",002420
세계투어,"SEGYE TOUR CO., LTD",047600
세경하이테크,"Se Gyung Hi Tech Co., Ltd.",148150
성호전자,SUNGHO ELECTRONICS CORP.,043260
성창오토텍,"SUNGCHANG AUTOTECH CO.,LTD.",080470
성창기업지주,Sungchang Enterprise Holdings Limited.,000180
성진산업,"SUNG JIN INDUSTRIAL CO., LTD.",037650
성지건설,"SUNGJEE CONSTRUCTION CO.,LTD",005980
성일하이텍,"SungEel HiTech Co., Ltd.",365340
성융광전투자유한공사,SHENGLONG PV-TECH INVESTMENT CO. LIMITED,900150
성원건설,SUNGWON CORPORATION,012090
성원,"Sungwon Co.,Ltd.",015200
성우하이텍,"SUNGWOO HITECH CO., LTD",015750
성우테크론,SUNGWOO TECHRON COMPANY,045300
성우전자,"SUNGWOOELECTRONICSCO.,LTD.",081580
성우몰드,"SUNGWOO MOLD CO.,LTD",053440
성우,"SUNGWOO CO., LTD",458650
